05시,06시,07시,08시,09시,10시,11시,12시,13시,14시,15시,16시,17시,18시,19시,20시,21시,22시,23시,구분,모바일ID,정류소ID,정류소명,조회일자,합계,행정구역
0,0,2,0,2,1,0,1,1,1,2,9,2,2,5,2,4,0,1,하차,02832,7111067000,유가읍사무소앞,2019-01-01,35,대구광역시 달성군 현풍면
0,0,0,0,1,1,0,1,0,0,3,0,1,1,0,1,0,0,0,승차,09292,7111059800,유가차천,2019-01-01,9,대구광역시 달성군 현풍면
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,하차,09292,7111059800,유가차천,2019-01-01,1,대구광역시 달성군 현풍면
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,하차,02732,7111059700,유가차천1,2019-01-01,2,대구광역시 달성군 현풍면
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,04546,7111039300,유곡리(회차지),2019-01-01,1,대구광역시 달성군 유가면
1,1,5,1,5,4,4,2,3,3,1,4,5,0,7,2,3,0,1,승차,00213,7021033600,유니버시아드레포츠센터건너,2019-01-01,52,대구광역시 북구 무태조야동
1,1,0,0,1,2,2,0,0,1,1,0,3,2,3,2,2,2,0,하차,00213,7021033600,유니버시아드레포츠센터건너,2019-01-01,23,대구광역시 북구 무태조야동
0,1,2,0,0,4,0,2,1,5,3,5,3,1,0,3,1,0,0,승차,02994,7021055900,유니버시아드레포츠센터앞,2019-01-01,31,대구광역시 북구 무태조야동
0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,하차,02994,7021055900,유니버시아드레포츠센터앞,2019-01-01,6,대구광역시 북구 무태조야동
3,2,4,13,12,11,14,19,14,19,3,10,10,7,6,4,1,3,0,승차,09031,7021034900,유니버시아드선수촌2단지건너,2019-01-01,155,대구광역시 북구 무태조야동
0,0,3,4,3,8,7,9,14,11,1,3,6,5,3,3,0,0,0,하차,09031,7021034900,유니버시아드선수촌2단지건너,2019-01-01,80,대구광역시 북구 무태조야동
0,2,1,3,1,2,5,3,7,10,5,3,2,5,1,0,0,1,0,승차,09030,7021035000,유니버시아드선수촌2단지앞,2019-01-01,51,대구광역시 북구 무태조야동
0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,2,1,0,0,하차,09030,7021035000,유니버시아드선수촌2단지앞,2019-01-01,8,대구광역시 북구 무태조야동
0,0,3,5,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,승차,01806,7041043600,유림물산,2019-01-01,14,대구광역시 달서구 월성2동
0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,하차,01806,7041043600,유림물산,2019-01-01,8,대구광역시 달서구 월성2동
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,승차,05825,7111038900,유산리,2019-01-01,1,대구광역시 달성군 구지면
0,0,3,1,0,2,1,1,0,0,2,1,0,0,0,0,0,0,0,승차,01843,7111041000,유신섬유네거리1,2019-01-01,11,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,하차,01843,7111041000,유신섬유네거리1,2019-01-01,4,대구광역시 달성군 논공읍
0,1,2,4,3,3,3,2,5,3,8,6,5,5,2,0,2,2,0,승차,02404,7111008800,유신섬유네거리2,2019-01-01,56,대구광역시 달성군 논공읍
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,하차,02404,7111008800,유신섬유네거리2,2019-01-01,2,대구광역시 달성군 논공읍
0,11,2,3,5,5,7,10,10,6,13,9,12,9,11,10,11,1,1,승차,05175,7041020000,유천교(유천치안센터건너),2019-01-01,136,대구광역시 달서구 진천동
0,4,5,4,3,7,10,7,7,10,9,15,6,9,14,9,4,4,1,하차,05175,7041020000,유천교(유천치안센터건너),2019-01-01,128,대구광역시 달서구 진천동
2,3,3,7,13,10,12,19,12,9,18,8,25,14,11,8,14,5,0,승차,05174,7041020100,유천교(유천치안센터앞),2019-01-01,193,대구광역시 달서구 진천동
1,1,2,6,12,8,12,9,13,13,18,10,16,8,6,3,6,8,0,하차,05174,7041020100,유천교(유천치안센터앞),2019-01-01,152,대구광역시 달서구 진천동
3,3,6,6,12,8,8,10,3,11,14,17,16,8,12,9,9,8,1,승차,09126,7041053200,유천교1,2019-01-01,164,대구광역시 달서구 진천동
0,0,1,2,1,2,0,1,2,2,0,2,3,1,4,2,1,0,0,하차,09126,7041053200,유천교1,2019-01-01,24,대구광역시 달서구 진천동
0,1,0,1,1,1,0,2,1,2,0,4,1,0,2,0,4,0,0,승차,02706,7041053300,유천교2,2019-01-01,20,대구광역시 달서구 진천동
1,3,2,4,5,1,6,8,7,8,6,9,13,11,7,14,8,7,0,하차,02706,7041053300,유천교2,2019-01-01,120,대구광역시 달서구 진천동
0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,승차,04020,7041061100,유천초등학교앞,2019-01-01,3,대구광역시 달서구 진천동
0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,하차,04020,7041061100,유천초등학교앞,2019-01-01,3,대구광역시 달서구 진천동
0,2,1,0,1,3,0,9,1,5,3,3,8,3,1,2,6,4,1,승차,01640,7041052800,유천포스코건너,2019-01-01,53,대구광역시 달서구 진천동
0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,1,0,0,하차,01640,7041052800,유천포스코건너,2019-01-01,6,대구광역시 달서구 진천동
0,2,4,2,5,5,10,7,7,8,5,9,14,9,8,4,7,3,0,승차,01639,7041052900,유천포스코앞,2019-01-01,109,대구광역시 달서구 진천동
0,2,0,4,2,1,4,1,6,3,7,1,9,1,2,6,5,1,0,하차,01639,7041052900,유천포스코앞,2019-01-01,55,대구광역시 달서구 진천동
0,0,0,0,0,0,1,1,0,0,1,0,0,0,3,0,0,0,0,승차,01926,7021047100,유통단지회차지,2019-01-01,6,대구광역시 북구 산격2동
0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,하차,01926,7021047100,유통단지회차지,2019-01-01,3,대구광역시 북구 산격2동
0,0,12,6,0,0,2,4,1,2,1,3,5,1,2,0,1,1,0,승차,08474,7021049500,유통단지회차지2,2019-01-01,41,대구광역시 북구 산격2동
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,08474,7021049500,유통단지회차지2,2019-01-01,1,대구광역시 북구 산격2동
0,0,0,0,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,승차,02950,7061057900,육상진흥센터건너,2019-01-01,6,대구광역시 수성구 고산2동
0,0,0,1,0,0,1,0,0,1,0,2,0,0,0,0,0,0,0,하차,02950,7061057900,육상진흥센터건너,2019-01-01,5,대구광역시 수성구 고산2동
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,승차,02951,7061057800,육상진흥센터앞,2019-01-01,2,대구광역시 수성구 고산2동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,하차,02951,7061057800,육상진흥센터앞,2019-01-01,1,대구광역시 수성구 고산2동
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,01364,7111029900,육신사,2019-01-01,1,대구광역시 달성군 하빈면
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,01364,7111029900,육신사,2019-01-01,1,대구광역시 달성군 하빈면
0,1,1,5,0,6,5,2,5,4,6,6,8,5,1,2,0,3,0,승차,03847,7011057800,율금초등학교건너,2019-01-01,60,대구광역시 동구 안심1동
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,03847,7011057800,율금초등학교건너,2019-01-01,1,대구광역시 동구 안심1동
0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,하차,03848,7011057500,율금초등학교앞,2019-01-01,5,대구광역시 동구 안심1동
1,2,2,3,2,0,0,5,1,6,1,4,4,5,2,0,1,0,0,승차,03845,7011057400,율원중학교건너,2019-01-01,39,대구광역시 동구 안심1동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,하차,03845,7011057400,율원중학교건너,2019-01-01,2,대구광역시 동구 안심1동
0,4,2,3,0,1,2,0,2,4,1,0,4,2,3,0,2,0,0,승차,03844,7011057300,율원중학교앞,2019-01-01,30,대구광역시 동구 안심1동
0,1,0,0,0,1,0,0,0,0,1,0,2,2,0,1,0,0,0,하차,03844,7011057300,율원중학교앞,2019-01-01,8,대구광역시 동구 안심1동
0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,승차,01936,7011046900,율원초등학교건너,2019-01-01,3,대구광역시 동구 안심1동
0,3,1,3,2,1,5,2,3,4,4,2,2,4,5,1,2,2,0,하차,01936,7011046900,율원초등학교건너,2019-01-01,46,대구광역시 동구 안심1동
0,7,5,2,2,5,4,8,3,5,7,5,4,7,7,1,1,1,0,승차,01937,7011046800,율원초등학교앞,2019-01-01,74,대구광역시 동구 안심1동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,하차,01937,7011046800,율원초등학교앞,2019-01-01,1,대구광역시 동구 안심1동
0,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,승차,04034,7011061400,율하고가교1,2019-01-01,8,대구광역시 동구 안심1동
0,2,1,2,1,0,1,3,1,0,0,1,1,0,1,0,0,0,0,하차,04034,7011061400,율하고가교1,2019-01-01,14,대구광역시 동구 안심1동
0,1,0,0,2,0,0,1,0,3,3,9,1,0,2,2,2,2,0,승차,02687,7011047500,율하근린공원건너,2019-01-01,28,대구광역시 동구 안심1동
0,1,1,0,2,1,1,0,5,4,2,1,5,1,2,1,1,1,0,하차,02687,7011047500,율하근린공원건너,2019-01-01,29,대구광역시 동구 안심1동
2,14,0,0,0,0,0,0,2,0,1,1,1,0,0,1,0,0,0,승차,09185,7011053400,율하남교1,2019-01-01,22,대구광역시 동구 안심2동
0,0,1,3,1,0,1,3,4,2,7,7,4,9,4,4,1,2,1,하차,09185,7011053400,율하남교1,2019-01-01,54,대구광역시 동구 안심2동
3,4,1,1,3,3,2,6,7,4,0,1,5,2,3,2,1,2,0,승차,09011,7011014700,율하남교2,2019-01-01,50,대구광역시 동구 안심2동
0,1,1,3,4,2,0,2,4,4,0,0,3,3,3,2,3,1,0,하차,09011,7011014700,율하남교2,2019-01-01,36,대구광역시 동구 안심2동
0,1,1,0,0,1,0,3,1,2,0,3,2,2,1,0,0,0,0,승차,03920,7011058700,율하롯데캐슬탑클래스건너,2019-01-01,17,대구광역시 동구 안심1동
0,1,1,1,1,1,0,0,0,3,0,1,1,0,3,0,2,0,1,하차,03920,7011058700,율하롯데캐슬탑클래스건너,2019-01-01,16,대구광역시 동구 안심1동
1,1,1,2,5,3,2,2,1,1,0,4,4,4,2,4,2,2,0,승차,03919,7011058600,율하롯데캐슬탑클래스앞,2019-01-01,41,대구광역시 동구 안심1동
1,0,2,2,2,3,1,3,3,2,2,1,5,1,1,1,0,1,0,하차,03919,7011058600,율하롯데캐슬탑클래스앞,2019-01-01,31,대구광역시 동구 안심1동
0,1,3,3,0,1,1,6,1,3,0,1,3,3,0,0,2,3,0,승차,03846,7011057700,율하선수촌2단지앞,2019-01-01,31,대구광역시 동구 안심1동
3,1,3,6,4,2,9,14,9,12,8,12,20,16,13,6,11,4,0,승차,02458,7011047100,율하역(2번출구),2019-01-01,153,대구광역시 동구 안심1동
2,1,3,3,7,2,3,6,5,6,4,7,7,8,2,1,1,1,0,하차,02458,7011047100,율하역(2번출구),2019-01-01,69,대구광역시 동구 안심1동
2,4,0,4,1,5,2,12,11,14,17,34,13,22,14,11,8,8,0,승차,05342,7011014800,율하역(4번출구),2019-01-01,182,대구광역시 동구 안심1동
0,0,2,0,0,0,2,5,4,5,6,9,1,1,5,5,0,1,1,하차,05342,7011014800,율하역(4번출구),2019-01-01,47,대구광역시 동구 안심1동
0,9,3,5,5,4,11,8,9,9,12,15,6,15,6,13,14,8,0,승차,01284,7011014900,율하역(5번출구),2019-01-01,152,대구광역시 동구 안심1동
0,0,0,0,0,2,0,0,1,3,0,5,1,0,1,0,0,0,0,하차,01284,7011014900,율하역(5번출구),2019-01-01,13,대구광역시 동구 안심1동
1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,승차,04025,7011060500,율하천5교1,2019-01-01,3,대구광역시 동구 안심2동
0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,04032,7011061200,율하천6교2,2019-01-01,2,대구광역시 동구 안심3.4동
0,0,0,1,2,1,0,1,0,1,0,2,0,0,1,0,0,0,0,승차,03849,7011057600,율하체육공원앞,2019-01-01,9,대구광역시 동구 안심1동
0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,하차,03849,7011057600,율하체육공원앞,2019-01-01,3,대구광역시 동구 안심1동
0,0,0,2,0,0,5,1,0,2,1,1,0,3,0,0,0,0,0,승차,03162,7011048700,율하휴먼시아5단지건너,2019-01-01,15,대구광역시 동구 안심1동
0,0,1,2,3,1,0,0,0,1,0,1,1,0,4,1,0,1,0,하차,03162,7011048700,율하휴먼시아5단지건너,2019-01-01,16,대구광역시 동구 안심1동
2,1,4,5,8,7,6,6,9,4,11,5,9,5,5,4,4,1,0,승차,02807,7011048800,율하휴먼시아5단지앞,2019-01-01,96,대구광역시 동구 안심1동
0,0,0,1,2,3,0,3,0,0,1,0,1,2,0,0,0,0,0,하차,02807,7011048800,율하휴먼시아5단지앞,2019-01-01,13,대구광역시 동구 안심1동
0,2,3,0,4,3,1,4,1,1,1,1,1,1,1,0,5,2,3,승차,09183,7011046600,율하휴먼시아6단지건너,2019-01-01,34,대구광역시 동구 안심1동
0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,하차,09183,7011046600,율하휴먼시아6단지건너,2019-01-01,5,대구광역시 동구 안심1동
4,5,7,5,3,1,2,8,2,0,4,5,4,1,4,4,5,2,0,승차,09182,7011046500,율하휴먼시아6단지앞,2019-01-01,66,대구광역시 동구 안심1동
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,하차,09182,7011046500,율하휴먼시아6단지앞,2019-01-01,1,대구광역시 동구 안심1동
0,0,1,0,2,0,4,2,1,1,1,6,3,2,1,2,2,2,0,승차,01938,7011046700,율하휴먼시아8단지앞,2019-01-01,30,대구광역시 동구 안심1동
0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,1,2,0,하차,01938,7011046700,율하휴먼시아8단지앞,2019-01-01,8,대구광역시 동구 안심1동
1,2,0,0,0,1,0,0,0,0,5,0,2,4,2,2,3,4,0,승차,01935,7011047000,율하휴먼시아9단지앞,2019-01-01,26,대구광역시 동구 안심1동
0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,하차,01935,7011047000,율하휴먼시아9단지앞,2019-01-01,2,대구광역시 동구 안심1동
0,0,1,0,0,1,2,1,0,3,1,1,0,1,1,1,0,0,0,승차,09253,7011014300,은하타운건너,2019-01-01,13,대구광역시 동구 안심2동
0,1,1,0,3,0,3,2,1,2,1,2,1,1,3,1,1,2,0,하차,09253,7011014300,은하타운건너,2019-01-01,25,대구광역시 동구 안심2동
0,0,3,0,1,0,1,1,0,1,1,0,0,2,3,1,0,0,0,승차,01082,7011014400,은하타운앞,2019-01-01,14,대구광역시 동구 안심2동
0,2,2,0,2,0,0,2,2,1,1,0,0,1,0,0,0,2,0,하차,01082,7011014400,은하타운앞,2019-01-01,15,대구광역시 동구 안심2동
0,0,0,0,2,1,0,1,1,1,0,1,0,0,1,0,0,0,0,승차,00971,7041034200,은행APT입구,2019-01-01,8,대구광역시 달서구 도원동
0,0,0,0,1,0,0,0,1,1,2,0,1,1,0,0,0,0,0,하차,00971,7041034200,은행APT입구,2019-01-01,7,대구광역시 달서구 도원동
0,0,0,4,0,1,0,0,0,0,0,0,4,1,0,0,0,0,0,승차,03002,7121016500,은호1리국군대구병원,2019-01-01,10,경상북도 경산시 
0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,0,0,0,승차,03001,7121016400,은호1리국군대구병원 건너,2019-01-01,5,경상북도 경산시 
0,0,0,0,0,0,0,1,1,1,1,0,1,2,0,0,1,0,0,하차,03001,7121016400,은호1리국군대구병원 건너,2019-01-01,8,경상북도 경산시 
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,승차,05561,7121001300,은호2리(대구방향),2019-01-01,2,경상북도 경산시 
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,하차,05561,7121001300,은호2리(대구방향),2019-01-01,1,경상북도 경산시 
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,승차,05562,7121001400,은호2리(하양방향),2019-01-01,1,경상북도 경산시 
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,하차,05562,7121001400,은호2리(하양방향),2019-01-01,1,경상북도 경산시 
0,2,4,3,2,6,2,2,8,5,2,2,15,7,3,9,7,1,0,승차,00857,7041006900,이곡1동행정복지센터건너,2019-01-01,80,대구광역시 달서구 이곡1동
0,0,0,0,1,1,0,1,0,1,0,1,0,2,1,2,0,0,0,하차,00857,7041006900,이곡1동행정복지센터건너,2019-01-01,10,대구광역시 달서구 이곡1동
1,0,1,1,2,0,1,0,8,3,2,3,6,3,6,1,2,1,0,승차,05230,7041007000,이곡1동행정복지센터앞,2019-01-01,41,대구광역시 달서구 이곡1동
0,3,3,1,1,2,1,3,4,3,3,1,2,8,0,4,1,2,1,하차,05230,7041007000,이곡1동행정복지센터앞,2019-01-01,43,대구광역시 달서구 이곡1동
0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,승차,02479,7021043000,이곡마을,2019-01-01,4,대구광역시 북구 무태조야동
0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,하차,01577,7021033300,이곡양수장건너,2019-01-01,2,대구광역시 북구 무태조야동
0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,승차,01576,7021033400,이곡양수장앞,2019-01-01,3,대구광역시 북구 무태조야동
2,0,0,1,1,2,1,1,0,1,1,1,0,0,1,2,2,0,0,하차,01576,7021033400,이곡양수장앞,2019-01-01,16,대구광역시 북구 무태조야동
0,1,1,0,0,1,0,2,1,2,0,2,0,0,0,1,0,0,0,승차,00858,7041046100,이곡역(2번출구),2019-01-01,11,대구광역시 달서구 장기동
0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,승차,00863,7041046200,이곡역(3번출구),2019-01-01,4,대구광역시 달서구 장기동
0,0,0,0,0,0,0,0,3,0,3,0,0,0,1,0,0,0,0,하차,00863,7041046200,이곡역(3번출구),2019-01-01,7,대구광역시 달서구 장기동
0,0,0,5,2,2,0,2,0,2,0,1,2,0,2,2,2,2,0,승차,00871,7041006000,이곡장미공원건너,2019-01-01,24,대구광역시 달서구 이곡1동
0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,하차,00871,7041006000,이곡장미공원건너,2019-01-01,6,대구광역시 달서구 이곡1동
0,2,1,3,0,2,1,1,3,4,5,3,2,0,1,4,1,0,0,승차,09247,7041006100,이곡장미공원앞,2019-01-01,33,대구광역시 달서구 이곡1동
0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,하차,09247,7041006100,이곡장미공원앞,2019-01-01,6,대구광역시 달서구 이곡1동
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,승차,02835,7011052300,이노밸리로1,2019-01-01,1,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,하차,02835,7011052300,이노밸리로1,2019-01-01,1,대구광역시 동구 안심3.4동
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,승차,02841,7011052400,이노밸리로2,2019-01-01,3,대구광역시 동구 안심3.4동
0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,하차,02841,7011052400,이노밸리로2,2019-01-01,5,대구광역시 동구 안심3.4동
0,0,4,7,1,7,10,10,12,9,14,17,21,21,6,19,15,12,4,승차,05203,7061026900,이마트경산점,2019-01-01,189,대구광역시 수성구 고산1동
0,6,0,5,6,6,6,3,3,4,4,7,8,7,2,3,4,0,1,하차,05203,7061026900,이마트경산점,2019-01-01,75,대구광역시 수성구 고산1동
0,0,0,0,2,0,1,1,0,2,1,1,0,4,0,0,1,0,0,승차,01692,7011032000,이마트반야월점건너,2019-01-01,13,대구광역시 동구 안심3.4동
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,하차,01692,7011032000,이마트반야월점건너,2019-01-01,1,대구광역시 동구 안심3.4동
0,3,3,0,0,0,1,0,5,0,6,7,4,4,1,4,5,2,0,승차,01271,7011032100,이마트반야월점앞,2019-01-01,45,대구광역시 동구 안심3.4동
0,0,0,1,1,1,1,0,0,0,1,1,2,1,2,1,1,0,0,하차,01271,7011032100,이마트반야월점앞,2019-01-01,13,대구광역시 동구 안심3.4동
0,0,0,0,0,0,4,0,1,1,2,5,0,1,0,1,0,6,0,승차,00824,7041018800,이마트월배점건너,2019-01-01,21,대구광역시 달서구 진천동
0,1,3,1,6,1,3,2,3,3,2,6,3,4,3,2,2,0,1,하차,00824,7041018800,이마트월배점건너,2019-01-01,46,대구광역시 달서구 진천동
0,2,2,5,2,6,8,7,11,4,12,26,21,15,10,18,17,11,0,승차,09232,7041018700,이마트월배점앞,2019-01-01,177,대구광역시 달서구 진천동
0,3,0,0,0,0,4,1,7,1,0,2,3,1,1,2,4,1,0,하차,09232,7041018700,이마트월배점앞,2019-01-01,30,대구광역시 달서구 진천동
4,5,5,4,9,17,15,29,22,41,34,51,38,42,25,20,15,21,3,승차,05324,7021013100,이마트칠성점앞,2019-01-01,400,대구광역시 북구 칠성동
0,0,0,5,2,2,2,2,2,4,1,0,2,7,0,0,0,1,0,하차,05324,7021013100,이마트칠성점앞,2019-01-01,30,대구광역시 북구 칠성동
0,2,1,0,2,4,3,5,3,7,3,8,5,5,2,1,3,1,0,승차,09075,7021017800,이마트트레이더스건너,2019-01-01,55,대구광역시 북구 노원3동
0,1,1,3,7,2,5,3,5,3,4,5,6,1,3,2,0,1,1,하차,09075,7021017800,이마트트레이더스건너,2019-01-01,53,대구광역시 북구 노원3동
2,4,3,4,10,17,26,23,13,18,29,31,30,25,18,17,21,6,0,승차,09076,7021017900,이마트트레이더스앞,2019-01-01,297,대구광역시 서구 비산7동
0,0,0,1,0,5,4,7,1,9,6,6,7,4,4,3,3,0,0,하차,09076,7021017900,이마트트레이더스앞,2019-01-01,60,대구광역시 서구 비산7동
8,35,10,23,21,31,40,45,40,54,61,52,77,34,28,34,28,29,0,승차,09023,7011042000,이시아폴리스더샵1단지,2019-01-01,650,대구광역시 동구 불로.봉무동
0,0,1,3,4,0,8,4,3,5,3,8,4,7,3,3,2,0,0,하차,09023,7011042000,이시아폴리스더샵1단지,2019-01-01,58,대구광역시 동구 불로.봉무동
2,12,4,6,6,6,5,4,3,3,8,3,6,13,5,5,5,9,1,승차,09019,7011049700,이시아폴리스더샵2단지,2019-01-01,106,대구광역시 동구 불로.봉무동
0,1,2,0,1,0,2,4,3,6,5,0,4,2,1,3,3,5,0,하차,09019,7011049700,이시아폴리스더샵2단지,2019-01-01,42,대구광역시 동구 불로.봉무동
1,0,0,0,1,0,2,2,2,6,5,13,12,22,16,13,19,6,0,승차,03027,7011057200,이시아폴리스롯데몰건너,2019-01-01,120,대구광역시 동구 불로.봉무동
0,0,0,1,0,0,0,0,1,0,0,1,2,0,2,1,2,0,0,하차,03027,7011057200,이시아폴리스롯데몰건너,2019-01-01,10,대구광역시 동구 불로.봉무동
0,0,0,0,0,2,1,0,0,1,5,3,1,2,0,0,1,0,0,하차,03024,7011057100,이시아폴리스롯데몰앞,2019-01-01,16,대구광역시 동구 불로.봉무동
0,0,0,0,1,0,0,0,1,0,4,1,1,1,6,0,1,1,0,승차,00903,7041049400,이월드(구.우방랜드)건너,2019-01-01,17,대구광역시 달서구 두류2동
0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,하차,00903,7041049400,이월드(구.우방랜드)건너,2019-01-01,3,대구광역시 달서구 두류2동
1,0,1,0,0,0,0,0,0,1,0,0,4,0,2,0,1,1,0,승차,00902,7041049500,이월드(구.우방랜드)앞,2019-01-01,11,대구광역시 달서구 두류2동
0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,하차,00902,7041049500,이월드(구.우방랜드)앞,2019-01-01,4,대구광역시 달서구 두류2동
0,1,1,5,3,0,5,3,8,5,14,19,7,11,7,5,15,6,0,승차,02109,7041024500,이월드(구.우방랜드)정문,2019-01-01,115,대구광역시 달서구 두류2동
0,2,4,4,5,8,2,5,6,1,4,3,3,6,3,1,3,5,1,하차,02109,7041024500,이월드(구.우방랜드)정문,2019-01-01,66,대구광역시 달서구 두류2동
1,1,1,7,3,1,0,3,3,9,4,3,5,2,0,2,2,0,1,승차,01006,7041025300,이월드(구.우방랜드)후문건너,2019-01-01,48,대구광역시 달서구 두류2동
1,1,0,1,2,2,1,0,4,1,0,1,1,1,0,2,1,1,0,하차,01006,7041025300,이월드(구.우방랜드)후문건너,2019-01-01,20,대구광역시 달서구 두류2동
0,1,1,2,2,2,3,2,5,2,3,5,6,2,0,1,0,0,0,승차,00622,7041025400,이월드(구.우방랜드)후문앞,2019-01-01,37,대구광역시 달서구 두류2동
0,0,0,1,0,0,1,0,1,1,2,1,2,4,0,1,0,1,0,하차,00622,7041025400,이월드(구.우방랜드)후문앞,2019-01-01,15,대구광역시 달서구 두류2동
3,4,4,5,8,8,6,9,3,8,6,10,8,2,7,2,17,9,2,승차,09256,7111069900,이진캐스빌건너,2019-01-01,121,대구광역시 달성군 옥포면
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,하차,09256,7111069900,이진캐스빌건너,2019-01-01,2,대구광역시 달성군 옥포면
0,1,0,1,0,0,0,2,0,0,0,2,2,2,2,1,2,4,0,승차,09255,7111070000,이진캐스빌앞,2019-01-01,19,대구광역시 달성군 옥포면
0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,4,0,하차,09255,7111070000,이진캐스빌앞,2019-01-01,8,대구광역시 달성군 옥포면
0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,승차,01381,7111009000,이천리(시외방향),2019-01-01,2,대구광역시 달성군 다사읍
1,5,5,10,11,6,13,18,12,10,9,23,10,10,10,5,4,4,0,승차,00423,7051010400,이천새마을금고건너,2019-01-01,166,대구광역시 남구 이천동
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,하차,00423,7051010400,이천새마을금고건너,2019-01-01,1,대구광역시 남구 이천동
0,2,0,2,4,1,0,2,1,2,3,1,6,3,1,0,0,0,0,승차,00422,7051010500,이천치안센터건너,2019-01-01,28,대구광역시 남구 이천동
0,1,6,0,2,0,2,6,3,5,2,4,6,3,3,3,1,2,0,하차,00422,7051010500,이천치안센터건너,2019-01-01,49,대구광역시 남구 이천동
0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,0,승차,00924,7031002200,이현삼거리1,2019-01-01,5,대구광역시 서구 상중이동
0,1,0,0,1,2,0,2,0,1,1,0,1,2,0,0,1,0,0,하차,00924,7031002200,이현삼거리1,2019-01-01,12,대구광역시 서구 상중이동
0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0,1,0,0,승차,00950,7031015300,이현삼거리2,2019-01-01,7,대구광역시 서구 상중이동
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,하차,00950,7031015300,이현삼거리2,2019-01-01,1,대구광역시 서구 상중이동
